PRDCT_NM,IFTKN_ATNT_MATR_CN,PRIMARY_FNCLTY,DAY_INTK_LOWLIMIT,DAY_INTK_HIGHLIMIT,INTK_UNIT,INTK_MEMO,SKLL_IX_IRDNT_RAWMTRL,CRET_DTM,LAST_UPDT_DTM
저분자유청단백가수분해물(제2023-22호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것 
(2) 특정질환(우유 및 유제품에 대한 알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 근력개선에 도움을 줄 수 있음
(영문) May help to improve muscle strength",6,6,g/일,제2023-22호,Leu-Asp-Ile-Gln-Lys,20231130,20231130
두충우슬추출복합물(KGC08EA)(제2023-40호),"(1) 성인 남성만 섭취할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 갱년기 남성의 건강에 도움을 줄 수 있음
(영문) May help to maintain male health in menopause",500,500,mg/일,제2023-40호,"피노레시놀 디글루코시드(Pinoresinol diglucoside), 20-히드록시엑디손(20-hydroxyecdysone)",20240119,20240119
전호잎추출물(제2022-25호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 관절건강에 도움을 줄 수 있음
(영문) May help to maintain healthy joint",500,500,mg/일,제2022-25호,루테올린-7-O-글루코사이드(Luteolin-7-O-glucoside),20240508,20240508
파비플로라생강뿌리추출물(제2024-14호),"(1) 영·유아, 어린이, 청소년, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 의약품을 복용하는 자는 섭취 전 전문의와 상담할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat",100,100,mg/일,제2024-14호,텍토크리신(Tectochrysin),20240705,20240705
녹용당귀등 복합추출물(제2023-16호),"(1) 성인 남성만 섭취할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 소화불량, 속쓰림 등이 나타날 수 있음
(5) 혈액응고방지제 또는 혈당강하제를 복용하는 분은 섭취에 주의할 것","(국문) 전립선 건강의 유지에 도움을 줄 수 있음
(영문) May help to maintain healthy prostate",500,1000,mg/일,제2023-16호,"우라실(Uracil), 하이포잔틴(Hypoxanthine), 데커신(Decursin), 글리시리진산(Glycyrrhizic acid)",20240926,20240926
영지버섯균사체추출분말(제2024-8호),"(1) 영‧유아, 어린이, 임산부, 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취 시 주의할 것 
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 의약품(당뇨병 치료제, 항응고제, 항혈소판제 등) 복용 시 전문가와 상담할 것","(국문) 면역기능 증진에 도움을 줄 수 있음
(영문) May help to improve immune function",200,200,mg/일,제2024-8호,베타글루칸(β-glucan),20240927,20240927
목천료추출분말(제2024-10호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것 
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) ① 피부 보습에 도움을 줄 수 있음, ② 자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음
(영문) ① May help to moisturize (dry) skin, ② May help to maintain good skin health by protecting against damage from UV exposure",686,686,mg/일,제2024-10호,액티니딘(Actinidine),20241112,20241112
산수유추출물등복합물(리베스틴Ⓡ)(제2022-26호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 소화계통의 불편함을 유발할 수 있음","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat",1600,1600,mg/일,제2022-26호,"Loganin(로가닌), 4-Hydroxy benzoic acid(4-하이드록시 벤조산)",20241213,20241213
유산균발효대두분말(제2024-38호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기(대두) 체질, 단장증후군 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 에스트로겐 호르몬에 민감한 사람은 섭취에 주의할 것","(국문) 위 점막을 보호하여 위 건강에 도움을 줄 수 있음
(영문) May help to maintain healthy stomach by protecting gastric mucosa",1,1,g/일,제2024-38호,소야사포닌 Ⅰ(Soyasaponin Ⅰ),20250116,20250117
참당귀황기추출복합물(SHPro®)(제2024-28호),"(1) 성인 남성만 섭취할 것
(2) 특정질환(알레르기 체질)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 혈액응고방지제 또는 혈당강하제를 복용하는 분은 섭취에 주의할 것","(국문) 전립선 건강의 유지에 도움을 줄 수 있음
(영문) May help to maintain healthy prostate",600,600,mg/일,제2024-28호,"데커신(Decursin), 오노닌(Ononin)",20250123,20250123
유산균발효굴추출물(FGO)(제2024-27호),"(1) 임산부 및 수유부는 섭취를 피할 것
(2) 특정원료에 알레르기가 있거나 장기간 또는 의약품 복용시 전문가와 상담할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 
(4) 키 성장에는 충분한 영양섭취, 적절한 수면, 건강한 생활습관·운동을 병행하여야 함","(국문) 어린이 키성장에 도움을 줄 수 있음
(영문) May help to children grow taller",500,500,mg/일,제2024-27호,"감마-아미노부틸산(γ-aminobutyric acid, GABA), 타우린(Taurine)",20250204,20250204
발효굴추출물(FSO)(제2023-39호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 
(4) 질환이 있거나 의약품 복용 시 섭취 전 전문가와 상담할 것","(국문) 근력개선에 도움을 줄 수 있음
(영문) May help to improve muscle strength",1000,1000,mg/일,제2023-39호,"감마 아미노부틸산(γ-aminobutyric acid, GABA), 타우린(Taurine)",20250206,20250206
황칠나무잎·줄기추출물(제2024-40호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취시 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 노화로 인해 저하된 인지기능 개선에 도움을 줄 수 있음
(영문) May help to improve cognitive function affected by aging",600,600,mg/일,제2024-40호,루틴(Rutin),20250213,20250213
풋사과 농축분말(APPLOZIN®)(제2024-4호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것 
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) ① 피부 보습에 도움을 줄 수 있음, ② 자외선에 의한 피부손상으로부터 피부건강 유지에 도움을 줄 수 있음
(영문) ① May help to maintain skin moisturizing, ② May help to maintain skin health from skin damage by UV radiation",1,1,g/일,제2024-4호,플로리진(phloridzin),20250224,20250224
Latilactobacillus curvatus LB-P9 프로바이오틱스(제2025-5호),"(1) 영·유아, 임산부 및 수유부는 섭취를 피할 것
(2) 특정 질환(알레르기 체질 등)이 있거나 의약품 복용 시 전문가와 상담할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것","(국문) 모발상태(윤기·탄력) 개선에 도움을 줄 수 있음
(영문) May help to improve hair condition(luster·elasticity)",5000000000,5000000000,CFU/일,제2025-5호,프로바이오틱스 수,20250314,20250314
마리골드꽃추출물(지아잔틴함유)(제2025-7호),「건강기능식품의 기준 및 규격」제3.2.2-26 마리골드꽃추출물에 따름,「건강기능식품의 기준 및 규격」제3.2.2-26 마리골드꽃추출물에 따름,12,12,mg/일,제2025-7호,"루테인(Lutein), 총 지아잔틴(Total Zeaxanthin)",20250318,20250318
L. mucosae NK41과 B. longum NK46의 프로바이오틱스 복합물(NVP-2106)(제2025-15호),"(1) 영·유아, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질, 단장증후군 등)이 있거나 의약품 복용 시 전문가와 상담할 것
(3) 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
(4) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(5) 과다 섭취하지 말 것","(국문) 노화로 인해 저하된 인지기능 개선에 도움을 줄 수 있음
(영문) May help to improve cognitive function affected by aging",10000000000,10000000000,CFU/일,제2025-15호,프로바이오틱스 수,20250403,20250403
헛개나무과병·오미자박추출복합물(제2025-12호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 간 건강에 도움을 줄 수 있음
(영문) May help to protect liver",500,500,mg/일,제2025-12호,"미리세틴(Myricetin), 쉬잔드린(Schizandrin)",20250411,20250411
프로폴리스망고스틴껍질복합물(제2025-13호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 의약품(항응고제, 항혈소판제 등) 복용 시 전문가와 상담할 것","(국문) 잇몸상태 완화에 도움을 줄 수 있음
(영문) May help to relieve gum’s condition",388,388,mg/일,제2025-13호,"갈랑긴(Galangin), 알파-망고스틴(α-Mangostin)",20250414,20250414
Lactilactobacillus curvatus LB-P9 프로바이오틱스(제2025-6호),"(1) 영·유아, 임산부 및 수유부는 섭취를 피할 것
(2) 특정 질환(알레르기 체질 등)이 있거나 의약품 복용 시 전문가와 상담할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것","(국문) 모발상태(윤기·탄력) 개선에 도움을 줄 수 있음
(영문) May help to improve hair condition(luster·elasticity)",5000000000,5000000000,CFU/일,제2025-6호,프로바이오틱스 수,20250429,20250429
에키네시아추출물(제2024-3호),"(1) 영‧유아, 어린이, 임산부, 및 수유부는 섭취 시 전문가와 상담할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취 시 주의할 것 
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 8주 이상 연속으로 섭취하지 말 것
(5) 결핵, 백혈병, 교원증, 다발성 경화증, AIDS, HIV 감염 및 자가면역 장애가 있는 경우 섭취를 금지할 것
(6) 면역억제제를 복용할 경우 섭취 전 전문가와 상담할 것","(국문) 면역기능 증진에 도움을 줄 수 있음
(영문) May help to improve immune function",200,200,mg/일,제2024-3호,"치코르산(Chicoric acid), 총 폴리페놀(Total polyphenols)",20250513,20250513
덖음귤피추출분말(JRC)(제2025-23호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 항응고제 또는 혈압조절제를 복용하거나 혈압이 낮은 경우 전문가와 상담할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat",300,300,mg/일,제2025-23호,헤스페리딘(Hesperidin),20250616,20250616
라임과피추출물(제2025-26호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 졸음을 유발하는 약물(신경 안정제 등)과 병용섭취하지 말 것","(국문) 수면의 질 개선에 도움을 줄 수 있음
(영문) May help to improve sleep quality",300,300,mg/일,제2025-26호,비세닌-2(Vicenin-2),20250625,20250625
저분자콜라겐펩타이드(제2024-35호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) ① 피부 보습에 도움을 줄 수 있음
② 자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음
(영문) ① May help to maintain skin moisturizing
② May help to maintain skin health from skin damage by UV radiation",1.5,3.5,g/일,제2024-35호,Alanine-Glycine-Proline-Alanine(Ala-Gly-Pro-Ala),20250707,20250707
오미자박추출물(제2025-31호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 의약품(항응고제 등)과 복용 시 섭취에 주의할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat",1,1,g/일,제2025-31호,쉬잔드린(Schizandrin),20250711,20250711
배초향 추출물(Agatri)(제2020-5호),"-영·유아, 어린이, 임산부 및 수유부는 섭취에 주의
-특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
-이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음
(영문) May help to maintain skin health from skin damage by UV radiation",1,1,g/일,배초향 추출물(Agatri)(제2020-5호),틸리아닌(Tilianin),20200728,20201029
